entry_id	volume	part	number	page	author	title	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
0f309023-5fba-557b-9736-30780dc78d64	23	1	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol. 39.	A155668	1941-06-26	R453160	1968-12-23	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Vol. 39. © 26Jun41; A155668. 23Dec68; R453160.
4950c0e8-5989-5e05-8dbc-993f538ab41e	23	1	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol. 42.	A155669	1941-06-26	R453161	1968-12-23	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Vol. 42. © 26Jun41; A155669. 23Dec68; R453161.
95d03b95-3695-585f-b953-b039f430f8f3	23	1	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. Dec41.	AA387434	1941-12-01	R453640	1969-01-23	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Dec41. © 1Dec41; AA387434. 23Jan69; R453640.
d8152f1a-1bc9-5979-8d68-ebbede8869c6	23	1	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. Mar42.	AA396508	1942-03-18	R458466	1969-04-03	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Mar42. © 18Mar42; AA396508. 3Apr69; R458466.
2379dfcd-3329-5197-ab0e-c11bac3c2895	23	1	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. 1941 cumulative annual pocket part. Vol. 1-42.	AA379019	1941-10-01	R453606	1969-01-23	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. 1941 cumulative annual pocket part. Vol. 1-42. © 1Oct41; AA379019. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 23Jan69; R453606.
b0faf557-a0e7-578f-8c80-87f5d380dc41	23	1	1	1	ACADEMY OF POLITICAL SCIENCE.	America faces the future. Edited by John A. Krout & others. (Proceedings of the Academy of Political Science, May 1941)	A154136	1941-05-16	R456837	1969-03-03	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE. America faces the future. Edited by John A. Krout & others. (Proceedings of the Academy of Political Science, May 1941) © 16May41; A154136. Academy of Political Science (PWH); 3Mar69; R456837.
35d5e1ef-db53-50f2-a79f-bb86327c43de	23	1	1	1	ACADEMY OF POLITICAL SCIENCE.	American industry in a war of machines. Edited by John A. Krout. (Proceedings of the Academy of Political Science, Jan. 1942)	AA387640	1941-12-22	R456838	1969-03-03	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE. American industry in a war of machines. Edited by John A. Krout. (Proceedings of the Academy of Political Science, Jan. 1942) © 22Dec41; AA387640. Academy of Political Science (PWH); 3Mar69; R456838.
4fc2c431-22c6-5818-a7e4-b3b436ae41d1	23	1	1	2	ADAMS, R. L.	Farm management crop manual. (University of California syllabus series, no.278)	AA389368	1941-10-10	R456341	1969-02-24	Regents of the University of California|PWH						ADAMS, R. L. Farm management crop manual. (University of California syllabus series, no.278) © 10Oct41; AA389368. Regents of the University of California (PWH); 24Feb69; R456341.
70737899-7185-523c-908d-7ae5a1027ab9	23	1	1	2	ADDAMS, CHARLES.	Automobile-tire hoarder. (In The New Yorker, Feb. 7, 1942)	B530450	1942-02-05	R462664	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Automobile-tire hoarder. (In The New Yorker, Feb. 7, 1942) © 5Feb42; B530450. Charles Addams (A); 2Jun69; R462664.
82159ec4-c82b-5dd1-a545-76608cee1cf5	23	1	1	2	ADDAMS, CHARLES.	Cleaning woman sweeping under the legs of her employer who is gagged and bound. (In The New Yorker, Feb. 14, 1942)	B531130	1942-02-12	R462665	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Cleaning woman sweeping under the legs of her employer who is gagged and bound. (In The New Yorker, Feb. 14, 1942) © 12Feb42; B531130. Charles Addams (A); 2Jun69; R462665.
46a28253-a0f7-5063-a2c4-2f355b97b16f	23	1	1	2	ADDAMS, CHARLES.	Did I ever tell you I was voted man likely to succeed at Lafayette in 1938? P-T craft in action. (In The New Yorker, May 16, 1942)	B542444	1942-05-14	R462673	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Did I ever tell you I was voted man likely to succeed at Lafayette in 1938? P-T craft in action. (In The New Yorker, May 16, 1942) © 14May42; B542444. Charles Addams (A); 2Jun69; R462673.
0efc1613-9f09-5beb-a282-7aff7b7c31a4	23	1	1	2	ADDAMS, CHARLES.	Elderly gentleman carrying his girl friend into a pawnshop. (In The New Yorker, Jan. 24, 1943)	B528320	1942-01-22	R462662	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Elderly gentleman carrying his girl friend into a pawnshop. (In The New Yorker, Jan. 24, 1943) © 22Jan42; B528320. Charles Addams (A); 2Jun69; R462662.
9e5c657f-4c9e-5732-bc1e-28fd1d0fac1f	23	1	1	3	ADDAMS, CHARLES.	I tell you, Mamma, the blood keeps going to my head; bats. (In The New Yorker, May 23, 1942)	B544085	1942-05-21	R462674	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. I tell you, Mamma, the blood keeps going to my head; bats. (In The New Yorker, May 23, 1942) © 21May42; B544085. Charles Addams (A); 2Jun69; R462674.
230a0e06-2398-5748-bf4b-33859da7b483	23	1	1	3	ADDAMS, CHARLES.	I want to speak, to the manager at once; watchman finds three people in Tunnel of Love, Coney Island. (In The New Yorker, Feb. 21, 1942)	B531676	1942-02-19	R462667	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. I want to speak, to the manager at once; watchman finds three people in Tunnel of Love, Coney Island. (In The New Yorker, Feb. 21, 1942) © 19Feb42; B531676. Charles Addams (A); 2Jun69; R462667.
031b6f65-425f-5aa2-87d2-2b32df7b27d2	23	1	1	3	ADDAMS, CHARLES.	Imagine it, Barclay, here we stand, gazing down at tracks made ten million years ago. (In The New Yorker, Apr. 11, 1942)	B538390	1942-04-09	R462670	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Imagine it, Barclay, here we stand, gazing down at tracks made ten million years ago. (In The New Yorker, Apr. 11, 1942) © 9Apr42; B538390. Charles Addams (A); 2Jun69; R462670.
1476bc29-35cc-5013-b142-d90d0ea6f0da	23	1	1	3	ADDAMS, CHARLES.	It's from Nelson Halliday, greetings from Miami, Florida, it says. (In The New Yorker, Feb. 21, 1942)	B531676	1942-02-19	R462666	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. It's from Nelson Halliday, greetings from Miami, Florida, it says. (In The New Yorker, Feb. 21, 1942) © 19Feb42; B531676. Charles Addams (A); 2Jun69; R462666.
d05cef34-632d-57b5-9834-a36feb7ce208	23	1	1	3	ADDAMS, CHARLES.	It's not locked, Honey; gun rigged up so that Honey will get killed as he opens the door. (In The New Yorker, Apr. 25, 1942)	B540633	1942-04-23	R462671	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. It's not locked, Honey; gun rigged up so that Honey will get killed as he opens the door. (In The New Yorker, Apr. 25, 1942) © 23Apr42; B540633. Charles Addams (A); 2Jun69; R462671.
edbd0416-d6e7-5e18-8b8f-686a2b89e214	23	1	1	3	ADDAMS, CHARLES.	Japanese fishermen taking in their nets, the catch included a one-man submarine. (In The New Yorker, Jan. 17, 1942)	B527719	1942-01-15	R462661	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Japanese fishermen taking in their nets, the catch included a one-man submarine. (In The New Yorker, Jan. 17, 1942) © 15Jan42; B527719. Charles Addams (A); 2Jun69; R462661.
b106b2c2-2b56-5d75-b8bb-9badfe5b08f6	23	1	1	3	ADDAMS, CHARLES.	Man reading a book on yoga and about to walk over a bed a hot coals. (In The New Yorker, Mar. 14, 1942)	B534901	1942-03-12	R462669	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Man reading a book on yoga and about to walk over a bed a hot coals. (In The New Yorker, Mar. 14, 1942) © 12Mar42; B534901. Charles Addams (A); 2Jun69; R462669.
0d361bf9-0e25-58f3-8dd7-ebd5f63e7c94	23	1	1	3	ADDAMS, CHARLES.	Must be the critic from Women's wear. (In The New Yorker, Feb. 28, 1942)	B533334	1942-02-27	R462668	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Must be the critic from Women's wear. (In The New Yorker, Feb. 28, 1942) © 27Feb42; B533334. Charles Addams (A); 2Jun69; R462668.
b7456237-18bc-5cf1-8bdd-d67582ae0d39	23	1	1	3	ADDAMS, CHARLES.	Of course, if he leaves for a defense job we're licked; gargantua as pin boy. (In The New Yorker, Jan. 31, 1942)	B528885	1942-01-29	R462663	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Of course, if he leaves for a defense job we're licked; gargantua as pin boy. (In The New Yorker, Jan. 31, 1942) © 29Jan42; B528885. Charles Addams (A); 2Jun69; R462663.
9f11b157-1b61-5c44-b090-ebc1219a3dc5	23	1	1	3	ADDAMS, CHARLES.	That's strange, he wasn't part of the show at all; gorilla in box. (In The New Yorker, May 9, 1942)	B542340	1942-05-07	R462672	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. That's strange, he wasn't part of the show at all; gorilla in box. (In The New Yorker, May 9, 1942) © 7May42; B542340. Charles Addams (A); 2Jun69; R462672.
2d273db7-8189-5694-a22f-59fdbf138281	23	1	1	3	ADDAMS, CHARLES.	Young couple skating. (In The New Yorker, Jan. 3, 1942)	B551033	1942-01-02	R462675	1969-06-02	Charles Addams|A						ADDAMS, CHARLES. Young couple skating. (In The New Yorker, Jan. 3, 1942) © 2Jan42; B551033. Charles Addams (A); 2Jun69; R462675.
